epoch,sat_count,mean_elevation_deg,mean_trop_m,min_trop_m,max_trop_m
2025-01-01 06:13:00.000,6,43.986823,4.091250,2.454199,6.607276
2025-01-01 06:14:00.000,6,43.836990,4.090705,2.457993,6.505307
2025-01-01 06:15:00.000,6,43.683605,4.091206,2.462020,6.406337
2025-01-01 06:16:00.000,6,43.526861,4.092747,2.466280,6.310241
2025-01-01 06:17:00.000,6,43.366934,4.095326,2.470774,6.216902
2025-01-01 06:18:00.000,6,43.203992,4.098940,2.475503,6.126209
2025-01-01 06:19:00.000,6,43.038189,4.103589,2.480468,6.043991
2025-01-01 06:20:00.000,6,42.869670,4.109277,2.485670,6.125086
2025-01-01 06:21:00.000,6,42.698570,4.116006,2.491109,6.208756
2025-01-01 06:22:00.000,6,42.525013,4.123785,2.496788,6.295120
2025-01-01 06:23:00.000,6,42.349118,4.132621,2.502706,6.384302
2025-01-01 06:24:00.000,6,42.170993,4.142526,2.508867,6.476434
2025-01-01 06:25:00.000,6,41.990743,4.153510,2.515270,6.571658
2025-01-01 06:26:00.000,7,38.714207,4.561079,2.521917,6.934005
2025-01-01 06:27:00.000,7,38.519147,4.584809,2.528811,7.020949
2025-01-01 06:28:00.000,7,38.322581,4.609818,2.535952,7.110050
2025-01-01 06:29:00.000,7,38.124577,4.636138,2.543342,7.201390
2025-01-01 06:30:00.000,7,37.925200,4.663802,2.550983,7.295054
2025-01-01 06:31:00.000,7,37.724513,4.692848,2.558878,7.391135
2025-01-01 06:32:00.000,7,37.522572,4.723315,2.567026,7.489726
2025-01-01 06:33:00.000,7,37.319433,4.755248,2.575432,7.590930
2025-01-01 06:34:00.000,7,37.115150,4.788694,2.584096,7.694851
2025-01-01 06:35:00.000,7,36.909773,4.823705,2.593022,7.801602
2025-01-01 06:36:00.000,7,36.703351,4.860337,2.602210,7.911302
2025-01-01 06:37:00.000,6,35.137668,5.148610,2.611665,8.024074
2025-01-01 06:38:00.000,6,34.957924,5.191506,2.621387,8.175772
2025-01-01 06:39:00.000,6,34.777418,5.236429,2.631381,8.336013
2025-01-01 06:40:00.000,6,34.596184,5.283466,2.641647,8.503175
2025-01-01 06:41:00.000,6,34.414251,5.332715,2.652190,8.677703
2025-01-01 06:42:00.000,6,34.231651,5.384279,2.663012,8.860081
2025-01-01 06:43:00.000,6,34.048412,5.438274,2.674116,9.050836
2025-01-01 06:44:00.000,6,33.097394,6.166645,2.685504,13.281474
2025-01-01 06:45:00.000,6,33.034318,6.111664,2.697181,12.805443
2025-01-01 06:46:00.000,6,32.971051,6.063057,2.709149,12.360901
2025-01-01 06:47:00.000,6,32.907615,6.020363,2.721412,11.944866
2025-01-01 06:48:00.000,6,32.844029,5.983185,2.733974,11.554723
2025-01-01 06:49:00.000,6,32.780317,5.951180,2.746837,11.188166
2025-01-01 06:50:00.000,6,32.716496,5.924054,2.760006,10.843155
2025-01-01 06:51:00.000,6,32.652588,5.901551,2.773485,10.517879
2025-01-01 06:52:00.000,6,32.588611,5.883458,2.787277,10.210725
2025-01-01 06:53:00.000,6,32.524583,5.869588,2.801387,10.384190
2025-01-01 06:54:00.000,6,32.460522,5.859788,2.815819,10.578109
2025-01-01 06:55:00.000,6,32.396446,5.853931,2.830577,10.779362
2025-01-01 06:56:00.000,6,32.332371,5.851912,2.845666,10.988375
2025-01-01 06:57:00.000,6,32.268314,5.853651,2.861091,11.205609
2025-01-01 06:58:00.000,6,32.204291,5.859088,2.876857,11.431563
2025-01-01 06:59:00.000,5,36.205712,4.708466,2.892968,8.463496
2025-01-01 07:00:00.000,6,32.076406,5.880921,2.909429,11.911836
2025-01-01 07:01:00.000,7,28.873154,7.012675,2.926247,13.704945
2025-01-01 07:02:00.000,7,28.869776,6.962976,2.943426,13.236863
2025-01-01 07:03:00.000,7,28.866744,6.920630,2.960973,12.798076
2025-01-01 07:04:00.000,7,28.864068,6.885308,2.978893,13.004122
2025-01-01 07:05:00.000,7,28.861758,6.856744,2.997191,13.309164
2025-01-01 07:06:00.000,7,28.859823,6.834729,3.015876,13.628847
2025-01-01 07:07:00.000,6,32.026584,5.628243,3.034952,11.287708
2025-01-01 07:08:00.000,6,32.066010,5.558611,3.054426,10.961515
2025-01-01 07:09:00.000,6,32.105872,5.493186,3.074306,10.652676
2025-01-01 07:10:00.000,6,32.146180,5.431698,3.094599,10.359873
2025-01-01 07:11:00.000,6,32.186942,5.373906,3.115311,10.081916
2025-01-01 07:12:00.000,6,32.228169,5.319591,3.136451,9.817731
2025-01-01 07:13:00.000,6,32.269867,5.268554,3.158025,9.566345
2025-01-01 07:14:00.000,6,32.312045,5.220614,3.180043,9.326876
2025-01-01 07:15:00.000,6,32.354709,5.175607,3.202512,9.098518
2025-01-01 07:16:00.000,6,32.397868,5.133382,3.225442,8.880539
2025-01-01 07:17:00.000,6,32.441526,5.093803,3.248840,8.672268
2025-01-01 07:18:00.000,6,32.485689,5.056743,3.272716,8.473092
2025-01-01 07:19:00.000,6,32.530362,5.022088,3.286877,8.282448
2025-01-01 07:20:00.000,6,32.575550,4.989733,3.264592,8.099817
2025-01-01 07:21:00.000,6,32.621255,4.959580,3.242755,7.924724
2025-01-01 07:22:00.000,6,32.667483,4.931543,3.221355,7.756729
2025-01-01 07:23:00.000,6,32.714233,4.905539,3.200387,7.595425
2025-01-01 07:24:00.000,6,32.761510,4.881494,3.179840,7.440439
2025-01-01 07:25:00.000,6,32.809313,4.859339,3.159709,7.291420
2025-01-01 07:26:00.000,6,32.857644,4.839014,3.139986,7.148048
2025-01-01 07:27:00.000,6,32.906502,4.820459,3.120664,7.010021
2025-01-01 07:28:00.000,6,32.955886,4.803623,3.101735,6.877061
2025-01-01 07:29:00.000,6,33.005795,4.788457,3.083194,6.748907
2025-01-01 07:30:00.000,6,33.056227,4.774919,3.065035,6.625318
2025-01-01 07:31:00.000,6,33.107178,4.762968,3.047250,6.506067
2025-01-01 07:32:00.000,6,33.158644,4.752568,3.029834,6.390942
2025-01-01 07:33:00.000,6,33.210621,4.743688,3.012781,6.279745
2025-01-01 07:34:00.000,6,33.263104,4.736297,2.996085,6.172291
2025-01-01 07:35:00.000,6,33.316086,4.730369,2.979741,6.163034
2025-01-01 07:36:00.000,6,33.369560,4.725882,2.963744,6.226457
2025-01-01 07:37:00.000,6,33.423519,4.722815,2.948089,6.291235
2025-01-01 07:38:00.000,6,33.477952,4.721151,2.932771,6.357411
2025-01-01 07:39:00.000,7,31.574085,5.052713,2.917784,7.043744
2025-01-01 07:40:00.000,7,31.675612,5.035562,2.903124,6.917097
2025-01-01 07:41:00.000,7,31.777588,5.020241,2.888788,6.795062
2025-01-01 07:42:00.000,7,31.879998,5.006709,2.874769,6.677406
2025-01-01 07:43:00.000,7,31.982827,4.994929,2.861065,6.710993
2025-01-01 07:44:00.000,7,32.086060,4.984871,2.847671,6.786626
2025-01-01 07:45:00.000,7,32.189679,4.976507,2.834584,6.864036
2025-01-01 07:46:00.000,7,32.293667,4.969811,2.821798,6.943286
2025-01-01 07:47:00.000,7,32.398004,4.964763,2.809312,7.024446
2025-01-01 07:48:00.000,7,32.502669,4.961346,2.797120,7.107585
2025-01-01 07:49:00.000,7,32.607642,4.959545,2.785220,7.192780
2025-01-01 07:50:00.000,6,38.072236,4.351891,2.773609,5.870192
2025-01-01 07:51:00.000,7,32.818415,4.960750,2.762283,7.369653
2025-01-01 07:52:00.000,7,32.924165,4.963745,2.751239,7.461502
2025-01-01 07:53:00.000,7,33.030122,4.968329,2.740474,7.555746
2025-01-01 07:54:00.000,7,33.136256,4.974506,2.729986,7.652483
2025-01-01 07:55:00.000,7,33.242538,4.982279,2.719771,7.751813
2025-01-01 07:56:00.000,7,33.348935,4.991654,2.709827,7.853845
2025-01-01 07:57:00.000,7,33.455414,5.002643,2.700151,7.958693
2025-01-01 07:58:00.000,7,33.561938,5.015259,2.690741,8.066477
2025-01-01 07:59:00.000,7,33.668471,5.029516,2.681594,8.177322
2025-01-01 08:00:00.000,6,41.064691,4.169579,2.672709,6.646782
2025-01-01 08:01:00.000,7,33.881404,5.063040,2.664082,8.408749
2025-01-01 08:02:00.000,7,33.987719,5.082355,2.655713,8.529622
2025-01-01 08:03:00.000,7,34.093873,5.103410,2.647598,8.654147
2025-01-01 08:04:00.000,7,34.199819,5.126237,2.639736,8.782492
2025-01-01 08:05:00.000,7,34.305507,5.150875,2.632125,8.914839
2025-01-01 08:06:00.000,7,34.410885,5.177362,2.624764,9.051381
2025-01-01 08:07:00.000,7,34.515897,5.205744,2.617650,9.192323
2025-01-01 08:08:00.000,7,34.620488,5.236071,2.610782,9.337883
2025-01-01 08:09:00.000,7,34.724598,5.268395,2.604159,9.488295
2025-01-01 08:10:00.000,6,43.949899,4.112980,2.597780,7.762969
2025-01-01 08:11:00.000,7,34.931123,5.339275,2.591641,9.804688
2025-01-01 08:12:00.000,7,35.033407,5.377964,2.585744,9.971222
2025-01-01 08:13:00.000,7,39.841177,5.458215,2.580086,13.482269
2025-01-01 08:14:00.000,7,40.113009,5.413829,2.574666,13.139547
2025-01-01 08:15:00.000,7,40.382791,5.372963,2.569483,12.813064
2025-01-01 08:16:00.000,7,40.650408,5.335483,2.564537,12.501695
2025-01-01 08:17:00.000,7,40.915744,5.301272,2.559826,12.204415
2025-01-01 08:18:00.000,7,41.178679,5.270232,2.555349,11.920292
2025-01-01 08:19:00.000,7,41.439091,5.242279,2.551106,11.648472
2025-01-01 08:20:00.000,7,39.441308,5.275853,2.686888,11.388175
2025-01-01 08:21:00.000,7,39.606275,5.256582,2.680597,11.138686
2025-01-01 08:22:00.000,7,39.770142,5.240229,2.674616,10.899347
2025-01-01 08:23:00.000,7,39.932844,5.226760,2.668942,10.669554
2025-01-01 08:24:00.000,7,40.094319,5.216158,2.663573,10.448750
2025-01-01 08:25:00.000,7,40.254502,5.208413,2.658505,10.362473
2025-01-01 08:26:00.000,7,40.413329,5.203530,2.653737,10.596027
2025-01-01 08:27:00.000,7,40.570736,5.201524,2.649267,10.839757
2025-01-01 08:28:00.000,7,40.726657,5.202423,2.645090,11.094309
2025-01-01 08:29:00.000,7,40.881026,5.206266,2.641207,11.360380
2025-01-01 08:30:00.000,7,41.033780,5.213106,2.637614,11.638732
2025-01-01 08:31:00.000,6,45.517448,4.574178,2.634310,11.930192
2025-01-01 08:32:00.000,6,45.643962,4.616830,2.631293,12.235667
2025-01-01 08:33:00.000,6,45.768194,4.662345,2.628561,12.556146
2025-01-01 08:34:00.000,7,44.957521,5.175160,2.515226,12.892713
2025-01-01 08:35:00.000,7,41.771059,5.295095,2.623947,13.246562
2025-01-01 08:36:00.000,7,41.912777,5.321844,2.622061,13.619003
2025-01-01 08:37:00.000,6,47.425370,3.909215,2.620455,8.205748
2025-01-01 08:38:00.000,6,47.633248,3.880502,2.619128,8.070422
2025-01-01 08:39:00.000,7,35.835087,5.598376,2.675400,9.599735
2025-01-01 08:40:00.000,7,36.000078,5.575495,2.664740,9.402927
2025-01-01 08:41:00.000,7,36.164588,5.555778,2.654405,9.490398
2025-01-01 08:42:00.000,7,36.328556,5.539192,2.644388,9.703148
2025-01-01 08:43:00.000,7,36.491923,5.525720,2.634687,9.925013
2025-01-01 08:44:00.000,7,40.468612,5.390220,2.520276,10.156580
2025-01-01 08:45:00.000,7,40.665428,5.380074,2.522081,10.398491
2025-01-01 08:46:00.000,7,40.859091,5.373053,2.524126,10.651441
2025-01-01 08:47:00.000,7,37.138072,5.503073,2.598942,10.916193
2025-01-01 08:48:00.000,7,37.297426,5.505376,2.590751,11.193582
2025-01-01 08:49:00.000,7,41.420875,5.371196,2.531718,11.484522
2025-01-01 08:50:00.000,7,41.601640,5.377207,2.534739,11.790018
2025-01-01 08:51:00.000,7,41.779108,5.386690,2.538008,12.111178
2025-01-01 08:52:00.000,7,37.923722,5.548537,2.560857,12.449225
2025-01-01 08:53:00.000,7,38.077073,5.568390,2.554084,12.805512
2025-01-01 08:54:00.000,7,38.228942,5.592174,2.547586,13.181544
2025-01-01 08:55:00.000,6,41.568519,5.348945,2.541358,13.578993
2025-01-01 08:56:00.000,5,48.066570,3.685027,2.535399,6.196163
2025-01-01 08:57:00.000,6,43.534204,4.229812,2.529705,7.039822
2025-01-01 08:58:00.000,6,43.754027,4.199614,2.524274,6.941342
2025-01-01 08:59:00.000,6,43.971247,4.170497,2.519104,6.846040
2025-01-01 09:00:00.000,6,44.185717,4.142425,2.514191,6.753770
2025-01-01 09:01:00.000,6,44.397284,4.115364,2.509534,6.664395
2025-01-01 09:02:00.000,6,44.605791,4.089282,2.505130,6.577787
2025-01-01 09:03:00.000,6,44.811073,4.064150,2.500977,6.493824
2025-01-01 09:04:00.000,6,45.012963,4.039940,2.497074,6.412391
2025-01-01 09:05:00.000,6,45.211290,4.016624,2.493418,6.333382
2025-01-01 09:06:00.000,5,49.998678,3.541674,2.490007,5.473172
2025-01-01 09:07:00.000,6,45.596551,3.972577,2.486840,6.182232
2025-01-01 09:08:00.000,6,45.783126,3.951799,2.483914,6.109903
2025-01-01 09:09:00.000,5,50.499493,3.510264,2.481229,5.286551
2025-01-01 09:10:00.000,6,46.143264,3.912630,2.478782,5.971309
2025-01-01 09:11:00.000,6,46.316467,3.894198,2.476573,5.904885
2025-01-01 09:12:00.000,6,46.484858,3.876512,2.474600,5.840276
2025-01-01 09:13:00.000,5,51.094012,3.475981,2.472861,5.055863
2025-01-01 09:14:00.000,6,46.806525,3.843306,2.471356,5.716232
2025-01-01 09:15:00.000,6,51.680557,3.565595,2.470083,5.656667
2025-01-01 09:16:00.000,6,51.813185,3.546438,2.469041,5.598660
2025-01-01 09:17:00.000,6,51.939318,3.527904,2.468229,5.542154
2025-01-01 09:18:00.000,5,57.309910,3.114556,2.467647,4.793433
2025-01-01 09:19:00.000,5,51.803013,3.440011,2.467293,4.744090
2025-01-01 09:20:00.000,5,57.463396,3.094860,2.467167,4.695729
2025-01-01 09:21:00.000,6,52.377307,3.459724,2.467268,5.330090
2025-01-01 09:22:00.000,6,52.469879,3.444105,2.467595,5.280323
2025-01-01 09:23:00.000,6,52.555612,3.429033,2.468148,5.231768
2025-01-01 09:24:00.000,6,52.634495,3.414499,2.468926,5.184383
2025-01-01 09:25:00.000,6,52.706528,3.400493,2.469929,5.138130
2025-01-01 09:26:00.000,6,52.771725,3.387004,2.471156,5.092970
2025-01-01 09:27:00.000,6,52.830113,3.374024,2.472608,5.048868
2025-01-01 09:28:00.000,6,52.881728,3.361544,2.474283,5.005790
2025-01-01 09:29:00.000,6,52.926616,3.349557,2.476183,4.963704
2025-01-01 09:30:00.000,6,52.964833,3.338055,2.478306,4.922576
2025-01-01 09:31:00.000,6,52.996441,3.327031,2.480653,4.882378
2025-01-01 09:32:00.000,6,53.021512,3.316477,2.483223,4.843080
2025-01-01 09:33:00.000,6,53.040122,3.306388,2.486018,4.804656
2025-01-01 09:34:00.000,6,53.052356,3.296757,2.489036,4.767077
2025-01-01 09:35:00.000,6,53.058301,3.287579,2.492279,4.730318
2025-01-01 09:36:00.000,6,53.058050,3.278848,2.495746,4.694356
2025-01-01 09:37:00.000,6,53.051703,3.270560,2.499438,4.659165
2025-01-01 09:38:00.000,6,53.039360,3.262709,2.503356,4.624724
2025-01-01 09:39:00.000,6,53.021128,3.255292,2.507500,4.591011
2025-01-01 09:40:00.000,6,52.997118,3.248303,2.511870,4.558004
2025-01-01 09:41:00.000,6,52.967442,3.241741,2.516467,4.525683
2025-01-01 09:42:00.000,6,52.932217,3.235601,2.521292,4.494030
2025-01-01 09:43:00.000,6,52.891564,3.229880,2.526345,4.463024
2025-01-01 09:44:00.000,6,52.845606,3.224574,2.531628,4.432648
2025-01-01 09:45:00.000,6,52.794470,3.219683,2.533899,4.402885
2025-01-01 09:46:00.000,6,52.738284,3.215203,2.535178,4.373717
2025-01-01 09:47:00.000,6,52.677179,3.211132,2.536698,4.345128
2025-01-01 09:48:00.000,6,47.181558,3.787629,2.538460,6.417377
2025-01-01 09:49:00.000,6,47.180408,3.768521,2.540465,6.325262
2025-01-01 09:50:00.000,6,47.176305,3.750183,2.542712,6.235649
2025-01-01 09:51:00.000,6,47.169374,3.732598,2.545201,6.148440
2025-01-01 09:52:00.000,6,47.159740,3.715749,2.547935,6.063546
2025-01-01 09:53:00.000,6,47.147529,3.699621,2.550912,5.980878
2025-01-01 09:54:00.000,6,47.132863,3.684200,2.554134,5.900356
2025-01-01 09:55:00.000,6,47.115865,3.669474,2.557601,5.821900
2025-01-01 09:56:00.000,6,47.096655,3.655429,2.561315,5.745437
2025-01-01 09:57:00.000,6,47.075353,3.642054,2.565275,5.670895
2025-01-01 09:58:00.000,6,47.052075,3.629339,2.569484,5.598207
2025-01-01 09:59:00.000,6,47.026935,3.617274,2.573942,5.527309
2025-01-01 10:00:00.000,6,47.000045,3.605850,2.578650,5.458139
2025-01-01 10:01:00.000,6,46.971514,3.595058,2.583610,5.390640
2025-01-01 10:02:00.000,6,46.941447,3.584891,2.588823,5.324754
2025-01-01 10:03:00.000,6,46.909948,3.575342,2.594290,5.260430
2025-01-01 10:04:00.000,6,46.877117,3.566404,2.600013,5.197616
2025-01-01 10:05:00.000,6,46.843049,3.558073,2.605993,5.136264
2025-01-01 10:06:00.000,6,46.807840,3.550342,2.612232,5.076327
2025-01-01 10:07:00.000,6,46.771578,3.543208,2.618732,5.017760
2025-01-01 10:08:00.000,6,46.734352,3.536667,2.625495,4.960521
2025-01-01 10:09:00.000,6,46.696245,3.530716,2.632522,4.904568
2025-01-01 10:10:00.000,6,46.657337,3.525352,2.639816,4.849864
2025-01-01 10:11:00.000,6,46.617707,3.520573,2.647378,4.796370
2025-01-01 10:12:00.000,7,48.142112,3.341645,2.655212,4.043232
2025-01-01 10:13:00.000,7,47.961511,3.352756,2.663318,4.088388
2025-01-01 10:14:00.000,7,47.779632,3.364385,2.671701,4.134750
2025-01-01 10:15:00.000,7,47.596554,3.376541,2.680362,4.182361
2025-01-01 10:16:00.000,7,47.412355,3.389234,2.689304,4.231261
2025-01-01 10:17:00.000,8,44.538287,3.665215,2.698529,5.504412
2025-01-01 10:18:00.000,7,47.040891,3.416268,2.708041,4.333110
2025-01-01 10:19:00.000,7,46.853769,3.430631,2.717843,4.386153
2025-01-01 10:20:00.000,8,44.170803,3.679214,2.727938,5.314692
2025-01-01 10:21:00.000,8,44.046757,3.685327,2.738328,5.254849
2025-01-01 10:22:00.000,8,43.922016,3.692171,2.749017,5.196615
2025-01-01 10:23:00.000,8,43.796627,3.699752,2.760010,5.139936
2025-01-01 10:24:00.000,7,45.906898,3.511404,2.771308,4.674680
2025-01-01 10:25:00.000,7,45.715701,3.529447,2.782917,4.737461
2025-01-01 10:26:00.000,7,45.524029,3.548154,2.794840,4.802086
2025-01-01 10:27:00.000,7,45.331937,3.567543,2.807080,4.868629
2025-01-01 10:28:00.000,7,45.139475,3.587632,2.819643,4.937164
2025-01-01 10:29:00.000,7,44.946693,3.608440,2.821076,5.007773
2025-01-01 10:30:00.000,7,44.753640,3.629986,2.807400,5.080541
2025-01-01 10:31:00.000,7,44.560361,3.652292,2.793982,5.155556
2025-01-01 10:32:00.000,7,44.366901,3.675379,2.780821,5.232915
2025-01-01 10:33:00.000,7,44.173304,3.699271,2.767914,5.312716
2025-01-01 10:34:00.000,7,43.979611,3.723993,2.755257,5.395067
2025-01-01 10:35:00.000,7,43.785863,3.749571,2.742849,5.480079
2025-01-01 10:36:00.000,7,43.592098,3.776032,2.730685,5.567871
2025-01-01 10:37:00.000,7,43.398354,3.803405,2.718765,5.658572
2025-01-01 10:38:00.000,8,39.286502,4.805527,2.707085,11.622166
2025-01-01 10:39:00.000,8,39.165443,4.785953,2.695644,11.260525
2025-01-01 10:40:00.000,8,39.044495,4.770050,2.684438,10.921187
2025-01-01 10:41:00.000,8,38.923685,4.757605,2.673466,10.602176
2025-01-01 10:42:00.000,8,38.803039,4.748432,2.662725,10.301744
2025-01-01 10:43:00.000,7,40.797945,4.603129,2.652214,10.018338
2025-01-01 10:44:00.000,7,40.822572,4.580446,2.641930,9.750573
2025-01-01 10:45:00.000,7,40.847719,4.560686,2.631872,9.497211
2025-01-01 10:46:00.000,7,40.873398,4.543721,2.622037,9.257140
2025-01-01 10:47:00.000,7,40.899618,4.529444,2.612424,9.029361
2025-01-01 10:48:00.000,8,38.083919,4.754765,2.603031,8.812972
2025-01-01 10:49:00.000,8,37.965060,4.765222,2.593856,8.607159
2025-01-01 10:50:00.000,8,37.846536,4.778221,2.584898,8.411182
2025-01-01 10:51:00.000,8,37.728365,4.793741,2.576155,8.224368
2025-01-01 10:52:00.000,8,37.610565,4.811768,2.567625,8.046107
2025-01-01 10:53:00.000,8,37.493152,4.832303,2.559308,7.875840
2025-01-01 10:54:00.000,8,37.376140,4.855356,2.551201,7.818352
2025-01-01 10:55:00.000,8,37.259544,4.880949,2.543303,7.996204
2025-01-01 10:56:00.000,8,37.143379,4.909115,2.535614,8.181998
2025-01-01 10:57:00.000,8,37.027656,4.939898,2.528131,8.376254
2025-01-01 10:58:00.000,8,40.846724,4.449627,2.520855,8.579541
2025-01-01 10:59:00.000,8,40.907657,4.459723,2.513782,8.792477
2025-01-01 11:00:00.000,8,39.165958,4.601353,2.506913,9.015742
2025-01-01 11:01:00.000,8,39.127760,4.623457,2.500247,9.250079
2025-01-01 11:02:00.000,7,39.075377,4.772019,2.493782,9.496303
2025-01-01 11:03:00.000,6,33.200563,5.192127,3.148437,9.755312
2025-01-01 11:04:00.000,6,33.028434,5.235932,3.140056,10.028098
2025-01-01 11:05:00.000,6,32.856650,5.283296,3.131786,10.315757
2025-01-01 11:06:00.000,6,32.685224,5.334400,3.123624,10.619504
2025-01-01 11:07:00.000,6,35.849330,5.145362,3.024614,10.940692
2025-01-01 11:08:00.000,6,35.812578,5.193844,3.007106,11.280826
2025-01-01 11:09:00.000,7,36.490379,5.019570,2.989930,11.641594
2025-01-01 11:10:00.000,7,36.489680,5.066556,2.973080,12.024887
2025-01-01 11:11:00.000,6,35.705766,5.366312,2.956551,12.432837
2025-01-01 11:12:00.000,6,35.671310,5.433940,2.940338,12.867850
2025-01-01 11:13:00.000,7,36.486376,5.234694,2.924438,13.332659
2025-01-01 11:14:00.000,5,40.736005,3.938296,2.908845,5.512763
2025-01-01 11:15:00.000,6,40.968299,3.874841,2.893555,5.438468
2025-01-01 11:16:00.000,6,41.027794,3.871009,2.878564,5.366494
2025-01-01 11:17:00.000,6,41.086642,3.868008,2.863867,5.296743
2025-01-01 11:18:00.000,5,40.879368,3.931541,2.849461,5.229120
2025-01-01 11:19:00.000,6,41.202314,3.864463,2.835342,5.163537
2025-01-01 11:20:00.000,6,41.259094,3.863906,2.821506,5.099912
2025-01-01 11:21:00.000,5,40.989934,3.935779,2.807950,5.038166
2025-01-01 11:22:00.000,5,41.027329,3.938934,2.794669,4.978224
2025-01-01 11:23:00.000,5,41.064977,3.942955,2.781660,4.920016
2025-01-01 11:24:00.000,5,41.102870,3.947843,2.768921,4.863475
2025-01-01 11:25:00.000,5,41.140996,3.953598,2.756448,4.902877
2025-01-01 11:26:00.000,6,48.492186,3.699749,2.397387,4.960659
2025-01-01 11:27:00.000,6,48.601760,3.705730,2.395785,5.019821
2025-01-01 11:28:00.000,6,48.709583,3.712473,2.394377,5.080409
2025-01-01 11:29:00.000,7,48.116806,3.680386,2.393162,5.142469
2025-01-01 11:30:00.000,6,48.916402,3.728272,2.392141,5.206051
2025-01-01 11:31:00.000,6,49.012400,3.737341,2.391314,5.271207
2025-01-01 11:32:00.000,6,49.100139,3.747199,2.390682,5.337990
2025-01-01 11:33:00.000,6,49.175756,3.757857,2.390246,5.406457
2025-01-01 11:34:00.000,6,49.234547,3.769326,2.390006,5.476667
2025-01-01 11:35:00.000,6,49.272514,3.781617,2.389962,5.548683
2025-01-01 11:36:00.000,6,49.288694,3.794743,2.390115,5.622570
2025-01-01 11:37:00.000,6,49.285831,3.808719,2.390467,5.698396
2025-01-01 11:38:00.000,6,49.268494,3.823561,2.391018,5.776233
2025-01-01 11:39:00.000,6,49.240968,3.839284,2.391768,5.856157
2025-01-01 11:40:00.000,6,49.206433,3.855909,2.392718,5.938247
2025-01-01 11:41:00.000,6,49.167032,3.873455,2.393871,6.022588
2025-01-01 11:42:00.000,6,49.124164,3.891943,2.395226,6.109266
2025-01-01 11:43:00.000,6,49.078744,3.911397,2.396784,6.198376
2025-01-01 11:44:00.000,6,49.031373,3.931841,2.398548,6.290015
2025-01-01 11:45:00.000,6,48.982457,3.953303,2.400517,6.384287
2025-01-01 11:46:00.000,6,48.932269,3.975810,2.402693,6.481300
2025-01-01 11:47:00.000,6,48.880994,3.999394,2.405078,6.581170
2025-01-01 11:48:00.000,6,48.828758,4.024087,2.407673,6.684019
2025-01-01 11:49:00.000,6,48.775643,4.049923,2.410480,6.789976
2025-01-01 11:50:00.000,6,48.721700,4.076942,2.413499,6.899178
2025-01-01 11:51:00.000,6,48.666955,4.105182,2.416733,7.011769
2025-01-01 11:52:00.000,6,48.611417,4.134687,2.420182,7.127905
2025-01-01 11:53:00.000,6,48.555077,4.165502,2.423850,7.247747
2025-01-01 11:54:00.000,6,48.497915,4.197676,2.427737,7.371470
2025-01-01 11:55:00.000,6,48.439900,4.231262,2.431845,7.499259
2025-01-01 11:56:00.000,6,48.380989,4.266315,2.436177,7.631310
2025-01-01 11:57:00.000,7,47.702136,4.179492,2.440734,7.767834
2025-01-01 11:58:00.000,6,48.260263,4.341068,2.445519,7.909053
2025-01-01 11:59:00.000,6,48.198315,4.380901,2.450533,8.055209
2025-01-01 12:00:00.000,6,48.135204,4.422468,2.455779,8.206555
2025-01-01 12:01:00.000,6,48.070840,4.465849,2.461259,8.363367
2025-01-01 12:02:00.000,6,48.005120,4.511128,2.460004,8.525937
2025-01-01 12:03:00.000,6,47.937931,4.558397,2.456044,8.694583
2025-01-01 12:04:00.000,6,47.869148,4.607755,2.452283,8.869641
2025-01-01 12:05:00.000,6,47.798632,4.659307,2.448722,9.051477
2025-01-01 12:06:00.000,6,47.726233,4.713168,2.445360,9.240484
2025-01-01 12:07:00.000,6,47.651783,4.769461,2.442196,9.437085
2025-01-01 12:08:00.000,6,47.575105,4.828321,2.439231,9.641740
2025-01-01 12:09:00.000,6,47.496001,4.889890,2.436465,9.854943
2025-01-01 12:10:00.000,6,47.414264,4.954326,2.433896,10.077233
2025-01-01 12:11:00.000,6,47.329669,5.021799,2.431525,10.309195
2025-01-01 12:12:00.000,6,47.241979,5.092494,2.429352,10.551462
2025-01-01 12:13:00.000,6,47.150946,5.166612,2.427376,10.804728
2025-01-01 12:14:00.000,7,42.111007,6.079231,2.425599,11.088376
2025-01-01 12:15:00.000,7,42.071696,6.110620,2.424019,11.347349
2025-01-01 12:16:00.000,8,41.902437,5.833986,2.422637,11.638439
2025-01-01 12:17:00.000,7,41.981992,6.190012,2.421454,11.944012
2025-01-01 12:18:00.000,7,41.931168,6.238264,2.420469,12.265167
2025-01-01 12:19:00.000,8,41.686178,5.966958,2.419683,12.603113
2025-01-01 12:20:00.000,7,41.816627,6.352800,2.419096,12.959190
2025-01-01 12:21:00.000,7,41.752602,6.419580,2.418708,13.334884
2025-01-01 12:22:00.000,7,41.683927,6.493109,2.418521,13.731849
2025-01-01 12:23:00.000,6,46.926212,5.310733,2.418534,11.803551
2025-01-01 12:24:00.000,6,46.884925,5.339431,2.418748,12.155063
2025-01-01 12:25:00.000,6,46.837954,5.372943,2.419164,12.527213
2025-01-01 12:26:00.000,6,46.785372,5.411505,2.419782,12.921854
2025-01-01 12:27:00.000,6,46.727296,5.455396,2.420604,13.341064
2025-01-01 12:28:00.000,5,54.001427,3.848495,2.421629,8.262628
2025-01-01 12:29:00.000,5,53.986335,3.820065,2.422860,8.118871
